          67   2.42206413E+16   7.65467432E+15   3.18753145E+16
          68   1.81943276E+16   1.44496841E+16   3.26440106E+16
          69   2.32661514E+16   8.92248800E+15   3.21886388E+16
          70   2.05104295E+16   1.16438614E+16   3.21542898E+16
          71   2.01012501E+16   1.24840504E+16   3.25853005E+16
          72   2.34160328E+16   8.41636691E+15   3.18323992E+16
          73   1.84699807E+16   1.41087797E+16   3.25787615E+16
          74   2.35223419E+16   8.48063465E+15   3.20029760E+16
          75   1.98598944E+16   1.23402367E+16   3.22001300E+16
          76   2.09693833E+16   1.14174071E+16   3.23867893E+16
          77   2.25778056E+16   9.26277128E+15   3.18405768E+16
          78   1.89354263E+16   1.35628131E+16   3.24982394E+16
          79   2.34843207E+16   8.39646564E+15   3.18807863E+16
          80   1.94786731E+16   1.27560883E+16   3.22347603E+16
          81   2.16700019E+16   1.05425985E+16   3.22126005E+16
          82   2.17990614E+16   1.00810087E+16   3.18800691E+16
          83   1.95077823E+16   1.28974926E+16   3.24052748E+16
          84   2.32214451E+16   8.59182438E+15   3.18132694E+16
          85   1.93391296E+16   1.29140883E+16   3.22532180E+16
          86   2.21688280E+16   9.90062010E+15   3.20694471E+16
          87   2.11402714E+16   1.07932614E+16   3.19335328E+16
          88   2.01116633E+16   1.21935689E+16   3.23052322E+16
          89   2.28130645E+16   8.97685370E+15   3.17899177E+16
          90   1.93994095E+16   1.28540393E+16   3.22534478E+16
          91   2.24579910E+16   9.50220712E+15   3.19601981E+16
          92   2.06346571E+16   1.13536827E+16   3.19883409E+16
          93   2.06840256E+16   1.15210447E+16   3.22050692E+16
          94   2.23353611E+16   9.46403775E+15   3.17993988E+16
          95   1.96098500E+16   1.26263985E+16   3.22362486E+16
          96   2.25535197E+16   9.33130715E+15   3.18848279E+16
          97   2.02933275E+16   1.17429066E+16   3.20362341E+16
          98   2.11771373E+16   1.09345315E+16   3.21116687E+16
          99   2.18522761E+16   9.97795957E+15   3.18302346E+16
         100   1.99184670E+16   1.22857829E+16   3.22042489E+16
         101   2.24888117E+16   9.35196487E+15   3.18407766E+16
         102   2.01102330E+16   1.19623236E+16   3.20725566E+16
         103   2.15599219E+16   1.04705247E+16   3.20304466E+16
         104   2.14124564E+16   1.04598946E+16   3.18723510E+16
         105   2.02757933E+16   1.18860074E+16   3.21618017E+16
         106   2.23071024E+16   9.51667579E+15   3.18237792E+16
         107   2.00662161E+16   1.20288269E+16   3.20950429E+16
         108   2.18184059E+16   1.01466165E+16   3.19650235E+16
         109   2.10481250E+16   1.08694144E+16   3.19175384E+16
         110   2.06381919E+16   1.14755094E+16   3.21137024E+16
         111   2.20537100E+16   9.77449301E+15   3.18282030E+16
         112   2.01343750E+16   1.19693663E+16   3.21037424E+16
         113   2.19543288E+16   9.96308395E+15   3.19174138E+16
         114   2.07767282E+16   1.11831081E+16   3.19598352E+16
         115   2.09703775E+16   1.10944578E+16   3.20648343E+16
         116   2.17702937E+16   1.00773086E+16   3.18476034E+16
         117   2.02835629E+16   1.18163538E+16   3.20999156E+16
         118   2.19815267E+16   9.90606397E+15   3.18875896E+16
         119   2.06028228E+16   1.13927379E+16   3.19955607E+16
         120   2.12471066E+16   1.07723213E+16   3.20194279E+16
         121   2.14917393E+16   1.03843354E+16   3.18760747E+16
         122   2.04823490E+16   1.16039225E+16   3.20862704E+16
         123   2.19219920E+16   9.95211676E+15   3.18741076E+16
         124   2.05206021E+16   1.15016454E+16   3.20222475E+16
         125   2.14538384E+16   1.05269197E+16   3.19807581E+16
         126   2.12443771E+16   1.06642256E+16   3.19086027E+16
         127   2.07015212E+16   1.13643954E+16   3.20659166E+16
         128   2.18014623E+16   1.00729213E+16   3.18743825E+16
         129   2.05173680E+16   1.15219831E+16   3.20393522E+16
         130   2.15860590E+16   1.03648953E+16   3.19509532E+16
         131   2.10449489E+16   1.08959895E+16   3.19409373E+16
         132   2.09161815E+16   1.11261171E+16   3.20422986E+16
         133   2.16460231E+16   1.02392310E+16   3.18852531E+16
         134   2.05759879E+16   1.14713444E+16   3.20473323E+16
         135   2.16475543E+16   1.02834595E+16   3.19310138E+16
         136   2.09019351E+16   1.10681823E+16   3.19701173E+16
         137   2.11069596E+16   1.09113054E+16   3.20182639E+16
         138   2.14789876E+16   1.04241423E+16   3.19031287E+16
         139   2.06775681E+16   1.13700315E+16   3.20475986E+16
         140   2.16483360E+16   1.02723581E+16   3.19206952E+16
         141   2.08162569E+16   1.11779391E+16   3.19941949E+16
         142   2.12610803E+16   1.07353588E+16   3.19964391E+16
         143   2.13196464E+16   1.06054017E+16   3.19250481E+16
         144   2.08033226E+16   1.12387000E+16   3.20420237E+16
         145   2.16024507E+16   1.03167949E+16   3.19192456E+16
         146   2.07833961E+16   1.12288162E+16   3.20122123E+16
         147   2.13720794E+16   1.06067084E+16   3.19787889E+16
         148   2.11819176E+16   1.07662579E+16   3.19481744E+16
         149   2.09362927E+16   1.10964249E+16   3.20327165E+16
         150   2.15250361E+16   1.03998854E+16   3.19249214E+16
         151   2.07950376E+16   1.12291931E+16   3.20242296E+16
         152   2.14388855E+16   1.05272301E+16   3.19661144E+16
         153   2.10744661E+16   1.08959305E+16   3.19703965E+16
         154   2.10623414E+16   1.09591749E+16   3.20215152E+16
         155   2.14311610E+16   1.05047792E+16   3.19359401E+16
         156   2.08401928E+16   1.11903870E+16   3.20305798E+16
         157   2.14653274E+16   1.04937927E+16   3.19591201E+16
         158   2.10008224E+16   1.09890475E+16   3.19898699E+16
         159   2.11714207E+16   1.08390747E+16   3.20104943E+16
         160   2.13340324E+16   1.06164043E+16   3.19504378E+16
         161   2.09077140E+16   1.11247985E+16   3.20325125E+16
