           1   5.10040337E+16   0.00000000       5.10040337E+16
           2   8.47273245E+15   4.21332985E+16   5.06060320E+16
           3   2.83659977E+16   1.65993904E+16   4.49653870E+16
           4   2.31869543E+16   2.24239126E+16   4.56108691E+16
           5   1.56366874E+16   3.11058303E+16   4.67425156E+16
           6   3.70411509E+16   3.27828009E+15   4.03194307E+16
           7   8.24893029E+15   3.46041757E+16   4.28531049E+16
           8   3.20658350E+16   9.07191260E+15   4.11377465E+16
           9   1.96410207E+16   2.16308683E+16   4.12718869E+16
          10   1.71337445E+16   2.49153029E+16   4.20490484E+16
          11   3.12896464E+16   5.74677362E+15   3.70364221E+16
          12   9.90717744E+15   3.07579745E+16   4.06651541E+16
          13   3.44753868E+16   3.95600472E+15   3.84313931E+16
          14   1.55074154E+16   2.33798155E+16   3.88872309E+16
          15   2.01623460E+16   1.86774319E+16   3.88397758E+16
          16   2.75841612E+16   8.69140856E+15   3.62755687E+16
          17   1.23405803E+16   2.68958626E+16   3.92364418E+16
          18   3.35886006E+16   2.41754019E+15   3.60061411E+16
          19   1.33937868E+16   2.40243699E+16   3.74181588E+16
          20   2.38044933E+16   1.32773051E+16   3.70817984E+16
          21   2.42288619E+16   1.14291399E+16   3.56580018E+16
          22   1.44616671E+16   2.32639631E+16   3.77256312E+16
          23   3.14576354E+16   2.96338651E+15   3.44210211E+16
          24   1.30615582E+16   2.34759197E+16   3.65374758E+16
          25   2.66218630E+16   9.11504696E+15   3.57369110E+16
          26   2.10366575E+16   1.39519146E+16   3.49885731E+16
          27   1.66697742E+16   1.96521748E+16   3.63219500E+16
          28   2.92208959E+16   4.46818628E+15   3.36890814E+16
          29   1.36120441E+16   2.22836969E+16   3.58957411E+16
          30   2.80372845E+16   6.42916876E+15   3.44664533E+16
          31   1.85477175E+16   1.59303225E+16   3.44780389E+16
          32   1.91665536E+16   1.60752852E+16   3.52418388E+16
          33   2.68488542E+16   6.46096762E+15   3.33098207E+16
          34   1.45655129E+16   2.06984159E+16   3.52639278E+16
          35   2.82793446E+16   5.17195989E+15   3.34513055E+16
          36   1.70577826E+16   1.70949426E+16   3.41527252E+16
          37   2.15284656E+16   1.28651815E+16   3.43936471E+16
          38   2.44276952E+16   8.61092410E+15   3.30386193E+16
          39   1.58060036E+16   1.88320787E+16   3.46380823E+16
          40   2.77943590E+16   5.00731178E+15   3.28016703E+16
          41   1.63818235E+16   1.75406486E+16   3.39224720E+16
          42   2.33695291E+16   1.02796574E+16   3.36491876E+16
          43   2.22288674E+16   1.06311962E+16   3.28600646E+16
          44   1.73129960E+16   1.67652384E+16   3.40782333E+16
          45   2.68069954E+16   5.62183355E+15   3.24288284E+16
          46   1.62778960E+16   1.74266709E+16   3.37045669E+16
          47   2.45599244E+16   8.45243497E+15   3.30123599E+16
          48   2.04895087E+16   1.22848155E+16   3.27743242E+16
          49   1.89319538E+16   1.46620069E+16   3.35939607E+16
          50   2.54822493E+16   6.73550354E+15   3.22177523E+16
          51   1.65989716E+16   1.68763696E+16   3.34753402E+16
          52   2.51475382E+16   7.38022055E+15   3.25277587E+16
          53   1.92706936E+16   1.34725554E+16   3.27432501E+16
          54   2.04542191E+16   1.27063794E+16   3.31605985E+16
          55   2.40240284E+16   8.08806659E+15   3.21120961E+16
          56   1.72542795E+16   1.59897305E+16   3.32440089E+16
          57   2.52176106E+16   6.97927139E+15   3.21968830E+16
          58   1.85263693E+16   1.41973129E+16   3.27236822E+16
          59   2.17262617E+16   1.10466129E+16   3.27728747E+16
          60   2.26319952E+16   9.45316504E+15   3.20851602E+16
          61   1.81390599E+16   1.48794149E+16   3.30184759E+16
          62   2.48672916E+16   7.12210643E+15   3.19893975E+16
          63   1.81893583E+16   1.45031844E+16   3.26925437E+16
          64   2.26714487E+16   9.77360933E+15   3.24450591E+16
          65   2.14398905E+16   1.06688856E+16   3.21087761E+16
          66   1.91273255E+16   1.36710838E+16   3.27984104E+16
